year,month,crop_name,region,inflation_index,price_per_kg,lag_1m,lag_3m,lag_6m,lag_12m,rolling_3m_avg
2015,3,Maize,Amhara,0.2929,8.94,8.91,,,,8.67
2015,4,Maize,Amhara,0.2952,9.19,8.94,8.43,,,8.76
2015,5,Maize,Amhara,0.2976,9.69,9.19,8.91,,,9.01
2015,6,Maize,Amhara,0.3,9.95,9.69,8.94,,,9.27
2015,7,Maize,Amhara,0.3024,9.19,9.95,9.19,8.43,,9.61
2015,8,Maize,Amhara,0.3049,8.95,9.19,9.69,8.91,,9.61
2015,9,Maize,Amhara,0.3073,8.4,8.95,9.95,8.94,,9.36
2015,10,Maize,Amhara,0.3098,7.54,8.4,9.19,9.19,,8.85
2015,11,Maize,Amhara,0.3123,7.55,7.54,8.95,9.69,,8.3
2015,12,Maize,Amhara,0.3148,7.72,7.55,8.4,9.95,,7.83
2016,1,Maize,Amhara,0.3166,9.21,7.72,7.54,9.19,8.43,7.6
2016,2,Maize,Amhara,0.3185,9.43,9.21,7.55,8.95,8.91,8.16
2016,3,Maize,Amhara,0.3204,10.28,9.43,7.72,8.4,8.94,8.79
2016,4,Maize,Amhara,0.3223,10.89,10.28,9.21,7.54,9.19,9.64
2016,5,Maize,Amhara,0.3242,10.78,10.89,9.43,7.55,9.69,10.2
2016,6,Maize,Amhara,0.3261,9.99,10.78,10.28,7.72,9.95,10.65
2016,7,Maize,Amhara,0.328,10.64,9.99,10.89,9.21,9.19,10.55
2016,8,Maize,Amhara,0.3299,10.61,10.64,10.78,9.43,8.95,10.47
2016,9,Maize,Amhara,0.3319,10.37,10.61,9.99,10.28,8.4,10.41
2016,10,Maize,Amhara,0.3338,8.77,10.37,10.64,10.89,7.54,10.54
2016,11,Maize,Amhara,0.3358,8.82,8.77,10.61,10.78,7.55,9.92
2016,12,Maize,Amhara,0.3378,9.15,8.82,10.37,9.99,7.72,9.32
2017,1,Maize,Amhara,0.3404,9.75,9.15,8.77,10.64,9.21,8.91
2017,2,Maize,Amhara,0.3431,9.76,9.75,8.82,10.61,9.43,9.24
2017,3,Maize,Amhara,0.3458,10.44,9.76,9.15,10.37,10.28,9.55
2017,4,Maize,Amhara,0.3486,10.65,10.44,9.75,8.77,10.89,9.98
2017,5,Maize,Amhara,0.3513,11.69,10.65,9.76,8.82,10.78,10.28
2017,6,Maize,Amhara,0.3541,11.27,11.69,10.44,9.15,9.99,10.93
2017,7,Maize,Amhara,0.3569,11.44,11.27,10.65,9.75,10.64,11.2
2017,8,Maize,Amhara,0.3597,10.02,11.44,11.69,9.76,10.61,11.47
2017,9,Maize,Amhara,0.3626,10.48,10.02,11.27,10.44,10.37,10.91
2017,10,Maize,Amhara,0.3654,9.19,10.48,11.44,10.65,8.77,10.65
2017,11,Maize,Amhara,0.3683,9.18,9.19,10.02,11.69,8.82,9.9
2017,12,Maize,Amhara,0.3712,9.38,9.18,10.48,11.27,9.15,9.62
2018,1,Maize,Amhara,0.3752,11.35,9.38,9.19,11.44,9.75,9.25
2018,2,Maize,Amhara,0.3793,12.71,11.35,9.18,10.02,9.76,9.97
2018,3,Maize,Amhara,0.3834,12.5,12.71,9.38,10.48,10.44,11.15
2018,4,Maize,Amhara,0.3876,12.31,12.5,11.35,9.19,10.65,12.19
2018,5,Maize,Amhara,0.3918,13.84,12.31,12.71,9.18,11.69,12.51
2018,6,Maize,Amhara,0.396,12.87,13.84,12.5,9.38,11.27,12.88
2018,7,Maize,Amhara,0.4003,12.87,12.87,12.31,11.35,11.44,13.01
2018,8,Maize,Amhara,0.4046,12.07,12.87,13.84,12.71,10.02,13.19
2018,9,Maize,Amhara,0.409,11.43,12.07,12.87,12.5,10.48,12.6
2018,10,Maize,Amhara,0.4134,9.86,11.43,12.87,12.31,9.19,12.12
2018,11,Maize,Amhara,0.4179,9.48,9.86,12.07,13.84,9.18,11.12
2018,12,Maize,Amhara,0.4224,10.64,9.48,11.43,12.87,9.38,10.26
2019,1,Maize,Amhara,0.4276,12.03,10.64,9.86,12.87,11.35,9.99
2019,2,Maize,Amhara,0.4329,14.07,12.03,9.48,12.07,12.71,10.72
2019,3,Maize,Amhara,0.4382,13.99,14.07,10.64,11.43,12.5,12.25
2019,4,Maize,Amhara,0.4436,14.7,13.99,12.03,9.86,12.31,13.36
2019,5,Maize,Amhara,0.4491,14.57,14.7,14.07,9.48,13.84,14.25
2019,6,Maize,Amhara,0.4546,15.14,14.57,13.99,10.64,12.87,14.42
2019,7,Maize,Amhara,0.4602,13.54,15.14,14.7,12.03,12.87,14.8
2019,8,Maize,Amhara,0.4658,13.34,13.54,14.57,14.07,12.07,14.42
2019,9,Maize,Amhara,0.4716,13.73,13.34,15.14,13.99,11.43,14.01
2019,10,Maize,Amhara,0.4774,12.5,13.73,13.54,14.7,9.86,13.54
2019,11,Maize,Amhara,0.4832,11.92,12.5,13.34,14.57,9.48,13.19
2019,12,Maize,Amhara,0.4892,11.57,11.92,13.73,15.14,10.64,12.72
2020,1,Maize,Amhara,0.4968,15.58,11.57,12.5,13.54,12.03,12.0
2020,2,Maize,Amhara,0.5046,15.14,15.58,11.92,13.34,14.07,13.02
2020,3,Maize,Amhara,0.5124,15.61,15.14,11.57,13.73,13.99,14.1
2020,4,Maize,Amhara,0.5204,18.09,15.61,15.58,12.5,14.7,15.44
2020,5,Maize,Amhara,0.5285,19.48,18.09,15.14,11.92,14.57,16.28
2020,6,Maize,Amhara,0.5368,18.61,19.48,15.61,11.57,15.14,17.73
2020,7,Maize,Amhara,0.5451,17.78,18.61,18.09,15.58,13.54,18.73
2020,8,Maize,Amhara,0.5536,17.79,17.78,19.48,15.14,13.34,18.62
2020,9,Maize,Amhara,0.5623,17.24,17.79,18.61,15.61,13.73,18.06
2020,10,Maize,Amhara,0.571,14.06,17.24,17.78,18.09,12.5,17.6
2020,11,Maize,Amhara,0.5799,14.24,14.06,17.79,19.48,11.92,16.36
2020,12,Maize,Amhara,0.589,14.22,14.24,17.24,18.61,11.57,15.18
2021,1,Maize,Amhara,0.6008,20.37,14.22,14.06,17.78,15.58,14.17
2021,2,Maize,Amhara,0.6128,22.13,20.37,14.24,17.79,15.14,16.28
2021,3,Maize,Amhara,0.625,22.45,22.13,14.22,17.24,15.61,18.91
2021,4,Maize,Amhara,0.6375,24.48,22.45,20.37,14.06,18.09,21.65
2021,5,Maize,Amhara,0.6502,23.99,24.48,22.13,14.24,19.48,23.02
2021,6,Maize,Amhara,0.6632,24.74,23.99,22.45,14.22,18.61,23.64
2021,7,Maize,Amhara,0.6765,24.06,24.74,24.48,20.37,17.78,24.4
2021,8,Maize,Amhara,0.69,23.84,24.06,23.99,22.13,17.79,24.26
2021,9,Maize,Amhara,0.7038,23.44,23.84,24.74,22.45,17.24,24.21
2021,10,Maize,Amhara,0.7178,20.47,23.44,24.06,24.48,14.06,23.78
2021,11,Maize,Amhara,0.7322,18.7,20.47,23.84,23.99,14.24,22.58
2021,12,Maize,Amhara,0.7468,21.42,18.7,23.44,24.74,14.22,20.87
2022,1,Maize,Amhara,0.7652,24.66,21.42,20.47,24.06,20.37,20.2
2022,2,Maize,Amhara,0.7841,27.2,24.66,18.7,23.84,22.13,21.59
2022,3,Maize,Amhara,0.8034,30.06,27.2,21.42,23.44,22.45,24.43
2022,4,Maize,Amhara,0.8232,31.8,30.06,24.66,20.47,24.48,27.31
2022,5,Maize,Amhara,0.8434,33.96,31.8,27.2,18.7,23.99,29.69
2022,6,Maize,Amhara,0.8642,33.47,33.96,30.06,21.42,24.74,31.94
2022,7,Maize,Amhara,0.8855,33.04,33.47,31.8,24.66,24.06,33.08
2022,8,Maize,Amhara,0.9073,33.18,33.04,33.96,27.2,23.84,33.49
2022,9,Maize,Amhara,0.9296,31.89,33.18,33.47,30.06,23.44,33.23
2022,10,Maize,Amhara,0.9525,29.3,31.89,33.04,31.8,20.47,32.7
2022,11,Maize,Amhara,0.976,24.39,29.3,33.18,33.96,18.7,31.46
2022,12,Maize,Amhara,1.0,25.33,24.39,31.89,33.47,21.42,28.53
2023,1,Maize,Amhara,1.0222,30.06,25.33,29.3,33.04,24.66,26.34
2023,2,Maize,Amhara,1.045,33.6,30.06,24.39,33.18,27.2,26.59
2023,3,Maize,Amhara,1.0682,34.57,33.6,25.33,31.89,30.06,29.66
2023,4,Maize,Amhara,1.092,37.21,34.57,30.06,29.3,31.8,32.74
2023,5,Maize,Amhara,1.1162,38.6,37.21,33.6,24.39,33.96,35.13
2023,6,Maize,Amhara,1.1411,36.77,38.6,34.57,25.33,33.47,36.79
2023,7,Maize,Amhara,1.1664,37.27,36.77,37.21,30.06,33.04,37.53
2023,8,Maize,Amhara,1.1924,38.67,37.27,38.6,33.6,33.18,37.55
2023,9,Maize,Amhara,1.2189,33.52,38.67,36.77,34.57,31.89,37.57
2023,10,Maize,Amhara,1.246,31.65,33.52,37.27,37.21,29.3,36.49
2023,11,Maize,Amhara,1.2737,30.72,31.65,38.67,38.6,24.39,34.61
2023,12,Maize,Amhara,1.302,33.67,30.72,33.52,36.77,25.33,31.96
2024,1,Maize,Amhara,1.3173,40.11,33.67,31.65,37.27,30.06,32.01
2024,2,Maize,Amhara,1.3327,41.62,40.11,30.72,38.67,33.6,34.83
2024,3,Maize,Amhara,1.3483,42.58,41.62,33.67,33.52,34.57,38.47
2024,4,Maize,Amhara,1.3641,45.65,42.58,40.11,31.65,37.21,41.44
2024,5,Maize,Amhara,1.3801,46.78,45.65,41.62,30.72,38.6,43.28
2024,6,Maize,Amhara,1.3962,45.59,46.78,42.58,33.67,36.77,45.0
2024,7,Maize,Amhara,1.4126,43.59,45.59,45.65,40.11,37.27,46.01
2024,8,Maize,Amhara,1.4291,42.96,43.59,46.78,41.62,38.67,45.32
2024,9,Maize,Amhara,1.4459,40.59,42.96,45.59,42.58,33.52,44.05
2024,10,Maize,Amhara,1.4628,36.54,40.59,43.59,45.65,31.65,42.38
2024,11,Maize,Amhara,1.48,34.5,36.54,42.96,46.78,30.72,40.03
2024,12,Maize,Amhara,1.4973,37.51,34.5,40.59,45.59,33.67,37.21
2015,1,Maize,Benshangul-Gumuz,0.2882,10.15,,,,,
2015,2,Maize,Benshangul-Gumuz,0.2905,10.77,10.15,,,,10.15
2015,3,Maize,Benshangul-Gumuz,0.2929,10.88,10.77,,,,10.46
2015,4,Maize,Benshangul-Gumuz,0.2952,10.96,10.88,10.15,,,10.6
2015,5,Maize,Benshangul-Gumuz,0.2976,11.76,10.96,10.77,,,10.87
2015,6,Maize,Benshangul-Gumuz,0.3,10.71,11.76,10.88,,,11.2
2015,7,Maize,Benshangul-Gumuz,0.3024,11.13,10.71,10.96,10.15,,11.14
2015,8,Maize,Benshangul-Gumuz,0.3049,9.93,11.13,11.76,10.77,,11.2
2015,9,Maize,Benshangul-Gumuz,0.3073,10.13,9.93,10.71,10.88,,10.59
2015,10,Maize,Benshangul-Gumuz,0.3098,8.74,10.13,11.13,10.96,,10.4
2015,11,Maize,Benshangul-Gumuz,0.3123,9.01,8.74,9.93,11.76,,9.6
2015,12,Maize,Benshangul-Gumuz,0.3148,8.99,9.01,10.13,10.71,,9.29
2016,1,Maize,Benshangul-Gumuz,0.3166,11.26,8.99,8.74,11.13,10.15,8.91
2016,2,Maize,Benshangul-Gumuz,0.3185,11.38,11.26,9.01,9.93,10.77,9.75
2016,3,Maize,Benshangul-Gumuz,0.3204,12.46,11.38,8.99,10.13,10.88,10.54
2016,4,Maize,Benshangul-Gumuz,0.3223,11.69,12.46,11.26,8.74,10.96,11.7
2016,5,Maize,Benshangul-Gumuz,0.3242,12.96,11.69,11.38,9.01,11.76,11.84
2016,6,Maize,Benshangul-Gumuz,0.3261,11.83,12.96,12.46,8.99,10.71,12.37
2016,7,Maize,Benshangul-Gumuz,0.328,13.22,11.83,11.69,11.26,11.13,12.16
2016,8,Maize,Benshangul-Gumuz,0.3299,12.87,13.22,12.96,11.38,9.93,12.67
2016,9,Maize,Benshangul-Gumuz,0.3319,12.45,12.87,11.83,12.46,10.13,12.64
2016,10,Maize,Benshangul-Gumuz,0.3338,10.33,12.45,13.22,11.69,8.74,12.85
2016,11,Maize,Benshangul-Gumuz,0.3358,10.75,10.33,12.87,12.96,9.01,11.88
2016,12,Maize,Benshangul-Gumuz,0.3378,10.46,10.75,12.45,11.83,8.99,11.18
2017,1,Maize,Benshangul-Gumuz,0.3404,11.97,10.46,10.33,13.22,11.26,10.51
2017,2,Maize,Benshangul-Gumuz,0.3431,11.89,11.97,10.75,12.87,11.38,11.06
2017,3,Maize,Benshangul-Gumuz,0.3458,12.49,11.89,10.46,12.45,12.46,11.44
2017,4,Maize,Benshangul-Gumuz,0.3486,12.63,12.49,11.97,10.33,11.69,12.12
2017,5,Maize,Benshangul-Gumuz,0.3513,14.06,12.63,11.89,10.75,12.96,12.34
2017,6,Maize,Benshangul-Gumuz,0.3541,12.48,14.06,12.49,10.46,11.83,13.06
2017,7,Maize,Benshangul-Gumuz,0.3569,12.73,12.48,12.63,11.97,13.22,13.06
2017,8,Maize,Benshangul-Gumuz,0.3597,13.12,12.73,14.06,11.89,12.87,13.09
2017,9,Maize,Benshangul-Gumuz,0.3626,12.35,13.12,12.48,12.49,12.45,12.78
2017,10,Maize,Benshangul-Gumuz,0.3654,10.55,12.35,12.73,12.63,10.33,12.73
2017,11,Maize,Benshangul-Gumuz,0.3683,10.24,10.55,13.12,14.06,10.75,12.01
2017,12,Maize,Benshangul-Gumuz,0.3712,10.88,10.24,12.35,12.48,10.46,11.05
2018,1,Maize,Benshangul-Gumuz,0.3752,13.55,10.88,10.55,12.73,11.97,10.56
2018,2,Maize,Benshangul-Gumuz,0.3793,14.43,13.55,10.24,13.12,11.89,11.56
2018,3,Maize,Benshangul-Gumuz,0.3834,15.05,14.43,10.88,12.35,12.49,12.95
2018,4,Maize,Benshangul-Gumuz,0.3876,15.72,15.05,13.55,10.55,12.63,14.34
2018,5,Maize,Benshangul-Gumuz,0.3918,15.62,15.72,14.43,10.24,14.06,15.07
2018,6,Maize,Benshangul-Gumuz,0.396,14.63,15.62,15.05,10.88,12.48,15.46
2018,7,Maize,Benshangul-Gumuz,0.4003,13.8,14.63,15.72,13.55,12.73,15.32
2018,8,Maize,Benshangul-Gumuz,0.4046,14.14,13.8,15.62,14.43,13.12,14.68
2018,9,Maize,Benshangul-Gumuz,0.409,13.46,14.14,14.63,15.05,12.35,14.19
2018,10,Maize,Benshangul-Gumuz,0.4134,12.65,13.46,13.8,15.72,10.55,13.8
2018,11,Maize,Benshangul-Gumuz,0.4179,12.24,12.65,14.14,15.62,10.24,13.42
2018,12,Maize,Benshangul-Gumuz,0.4224,12.62,12.24,13.46,14.63,10.88,12.78
2019,1,Maize,Benshangul-Gumuz,0.4276,15.01,12.62,12.65,13.8,13.55,12.5
2019,2,Maize,Benshangul-Gumuz,0.4329,16.85,15.01,12.24,14.14,14.43,13.29
2019,3,Maize,Benshangul-Gumuz,0.4382,15.95,16.85,12.62,13.46,15.05,14.83
2019,4,Maize,Benshangul-Gumuz,0.4436,16.47,15.95,15.01,12.65,15.72,15.94
2019,5,Maize,Benshangul-Gumuz,0.4491,17.53,16.47,16.85,12.24,15.62,16.42
2019,6,Maize,Benshangul-Gumuz,0.4546,16.31,17.53,15.95,12.62,14.63,16.65
2019,7,Maize,Benshangul-Gumuz,0.4602,17.39,16.31,16.47,15.01,13.8,16.77
2019,8,Maize,Benshangul-Gumuz,0.4658,16.97,17.39,17.53,16.85,14.14,17.08
2019,9,Maize,Benshangul-Gumuz,0.4716,15.54,16.97,16.31,15.95,13.46,16.89
2019,10,Maize,Benshangul-Gumuz,0.4774,13.32,15.54,17.39,16.47,12.65,16.63
2019,11,Maize,Benshangul-Gumuz,0.4832,14.24,13.32,16.97,17.53,12.24,15.28
2019,12,Maize,Benshangul-Gumuz,0.4892,13.74,14.24,15.54,16.31,12.62,14.37
2020,1,Maize,Benshangul-Gumuz,0.4968,16.92,13.74,13.32,17.39,15.01,13.77
2020,2,Maize,Benshangul-Gumuz,0.5046,18.03,16.92,14.24,16.97,16.85,14.97
2020,3,Maize,Benshangul-Gumuz,0.5124,19.24,18.03,13.74,15.54,15.95,16.23
2020,4,Maize,Benshangul-Gumuz,0.5204,22.4,19.24,16.92,13.32,16.47,18.06
2020,5,Maize,Benshangul-Gumuz,0.5285,22.68,22.4,18.03,14.24,17.53,19.89
2020,6,Maize,Benshangul-Gumuz,0.5368,23.05,22.68,19.24,13.74,16.31,21.44
2020,7,Maize,Benshangul-Gumuz,0.5451,21.23,23.05,22.4,16.92,17.39,22.71
2020,8,Maize,Benshangul-Gumuz,0.5536,21.51,21.23,22.68,18.03,16.97,22.32
2020,9,Maize,Benshangul-Gumuz,0.5623,19.77,21.51,23.05,19.24,15.54,21.93
2020,10,Maize,Benshangul-Gumuz,0.571,16.91,19.77,21.23,22.4,13.32,20.84
2020,11,Maize,Benshangul-Gumuz,0.5799,16.82,16.91,21.51,22.68,14.24,19.4
2020,12,Maize,Benshangul-Gumuz,0.589,16.92,16.82,19.77,23.05,13.74,17.83
2021,1,Maize,Benshangul-Gumuz,0.6008,19.87,16.92,16.91,21.23,16.92,16.88
2021,2,Maize,Benshangul-Gumuz,0.6128,22.96,19.87,16.82,21.51,18.03,17.87
2021,3,Maize,Benshangul-Gumuz,0.625,24.46,22.96,16.92,19.77,19.24,19.92
2021,4,Maize,Benshangul-Gumuz,0.6375,24.26,24.46,19.87,16.91,22.4,22.43
2021,5,Maize,Benshangul-Gumuz,0.6502,24.7,24.26,22.96,16.82,22.68,23.89
2021,6,Maize,Benshangul-Gumuz,0.6632,24.72,24.7,24.46,16.92,23.05,24.47
2021,7,Maize,Benshangul-Gumuz,0.6765,24.92,24.72,24.26,19.87,21.23,24.56
2021,8,Maize,Benshangul-Gumuz,0.69,24.66,24.92,24.7,22.96,21.51,24.78
2021,9,Maize,Benshangul-Gumuz,0.7038,23.75,24.66,24.72,24.46,19.77,24.77
2021,10,Maize,Benshangul-Gumuz,0.7178,20.68,23.75,24.92,24.26,16.91,24.44
2021,11,Maize,Benshangul-Gumuz,0.7322,20.94,20.68,24.66,24.7,16.82,23.03
2021,12,Maize,Benshangul-Gumuz,0.7468,21.1,20.94,23.75,24.72,16.92,21.79
2022,1,Maize,Benshangul-Gumuz,0.7652,28.07,21.1,20.68,24.92,19.87,20.91
2022,2,Maize,Benshangul-Gumuz,0.7841,27.99,28.07,20.94,24.66,22.96,23.37
2022,3,Maize,Benshangul-Gumuz,0.8034,33.11,27.99,21.1,23.75,24.46,25.72
2022,4,Maize,Benshangul-Gumuz,0.8232,34.49,33.11,28.07,20.68,24.26,29.72
2022,5,Maize,Benshangul-Gumuz,0.8434,34.86,34.49,27.99,20.94,24.7,31.86
2022,6,Maize,Benshangul-Gumuz,0.8642,35.17,34.86,33.11,21.1,24.72,34.15
2022,7,Maize,Benshangul-Gumuz,0.8855,34.68,35.17,34.49,28.07,24.92,34.84
2022,8,Maize,Benshangul-Gumuz,0.9073,33.5,34.68,34.86,27.99,24.66,34.9
2022,9,Maize,Benshangul-Gumuz,0.9296,35.54,33.5,35.17,33.11,23.75,34.45
2022,10,Maize,Benshangul-Gumuz,0.9525,30.38,35.54,34.68,34.49,20.68,34.57
2022,11,Maize,Benshangul-Gumuz,0.976,31.45,30.38,33.5,34.86,20.94,33.14
2022,12,Maize,Benshangul-Gumuz,1.0,33.18,31.45,35.54,35.17,21.1,32.46
2023,1,Maize,Benshangul-Gumuz,1.0222,36.07,33.18,30.38,34.68,28.07,31.67
2023,2,Maize,Benshangul-Gumuz,1.045,40.31,36.07,31.45,33.5,27.99,33.57
2023,3,Maize,Benshangul-Gumuz,1.0682,40.78,40.31,33.18,35.54,33.11,36.52
2023,4,Maize,Benshangul-Gumuz,1.092,46.68,40.78,36.07,30.38,34.49,39.05
2023,5,Maize,Benshangul-Gumuz,1.1162,44.51,46.68,40.31,31.45,34.86,42.59
2023,6,Maize,Benshangul-Gumuz,1.1411,44.22,44.51,40.78,33.18,35.17,43.99
2023,7,Maize,Benshangul-Gumuz,1.1664,41.39,44.22,46.68,36.07,34.68,45.14
2023,8,Maize,Benshangul-Gumuz,1.1924,42.63,41.39,44.51,40.31,33.5,43.37
2023,9,Maize,Benshangul-Gumuz,1.2189,42.33,42.63,44.22,40.78,35.54,42.75
2023,10,Maize,Benshangul-Gumuz,1.246,35.87,42.33,41.39,46.68,30.38,42.12
2023,11,Maize,Benshangul-Gumuz,1.2737,37.22,35.87,42.63,44.51,31.45,40.28
2023,12,Maize,Benshangul-Gumuz,1.302,37.14,37.22,42.33,44.22,33.18,38.47
2024,1,Maize,Benshangul-Gumuz,1.3173,48.78,37.14,35.87,41.39,36.07,36.74
2024,2,Maize,Benshangul-Gumuz,1.3327,48.37,48.78,37.22,42.63,40.31,41.05
2024,3,Maize,Benshangul-Gumuz,1.3483,50.47,48.37,37.14,42.33,40.78,44.76
2024,4,Maize,Benshangul-Gumuz,1.3641,53.89,50.47,48.78,35.87,46.68,49.21
2024,5,Maize,Benshangul-Gumuz,1.3801,53.1,53.89,48.37,37.22,44.51,50.91
2024,6,Maize,Benshangul-Gumuz,1.3962,51.6,53.1,50.47,37.14,44.22,52.49
2024,7,Maize,Benshangul-Gumuz,1.4126,49.29,51.6,53.89,48.78,41.39,52.86
2024,8,Maize,Benshangul-Gumuz,1.4291,49.41,49.29,53.1,48.37,42.63,51.33
2024,9,Maize,Benshangul-Gumuz,1.4459,47.7,49.41,51.6,50.47,42.33,50.1
2024,10,Maize,Benshangul-Gumuz,1.4628,42.24,47.7,49.29,53.89,35.87,48.8
2024,11,Maize,Benshangul-Gumuz,1.48,42.71,42.24,49.41,53.1,37.22,46.45
2024,12,Maize,Benshangul-Gumuz,1.4973,44.64,42.71,47.7,51.6,37.14,44.22
2015,1,Maize,Dire Dawa,0.2882,10.77,,,,,
2015,2,Maize,Dire Dawa,0.2905,11.31,10.77,,,,10.77
2015,3,Maize,Dire Dawa,0.2929,12.07,11.31,,,,11.04
2015,4,Maize,Dire Dawa,0.2952,12.01,12.07,10.77,,,11.38
2015,5,Maize,Dire Dawa,0.2976,12.37,12.01,11.31,,,11.8
2015,6,Maize,Dire Dawa,0.3,12.17,12.37,12.07,,,12.15
2015,7,Maize,Dire Dawa,0.3024,11.97,12.17,12.01,10.77,,12.18
2015,8,Maize,Dire Dawa,0.3049,11.54,11.97,12.37,11.31,,12.17
2015,9,Maize,Dire Dawa,0.3073,10.13,11.54,12.17,12.07,,11.89
2015,10,Maize,Dire Dawa,0.3098,9.6,10.13,11.97,12.01,,11.21
2015,11,Maize,Dire Dawa,0.3123,9.91,9.6,11.54,12.37,,10.42
2015,12,Maize,Dire Dawa,0.3148,9.88,9.91,10.13,12.17,,9.88
2016,1,Maize,Dire Dawa,0.3166,11.42,9.88,9.6,11.97,10.77,9.8
2016,2,Maize,Dire Dawa,0.3185,12.59,11.42,9.91,11.54,11.31,10.4
2016,3,Maize,Dire Dawa,0.3204,13.21,12.59,9.88,10.13,12.07,11.3
2016,4,Maize,Dire Dawa,0.3223,12.99,13.21,11.42,9.6,12.01,12.41
2016,5,Maize,Dire Dawa,0.3242,13.2,12.99,12.59,9.91,12.37,12.93
2016,6,Maize,Dire Dawa,0.3261,12.9,13.2,13.21,9.88,12.17,13.13
2016,7,Maize,Dire Dawa,0.328,14.23,12.9,12.99,11.42,11.97,13.03
2016,8,Maize,Dire Dawa,0.3299,12.66,14.23,13.2,12.59,11.54,13.44
2016,9,Maize,Dire Dawa,0.3319,12.53,12.66,12.9,13.21,10.13,13.26
2016,10,Maize,Dire Dawa,0.3338,11.37,12.53,14.23,12.99,9.6,13.14
2016,11,Maize,Dire Dawa,0.3358,11.27,11.37,12.66,13.2,9.91,12.19
2016,12,Maize,Dire Dawa,0.3378,11.27,11.27,12.53,12.9,9.88,11.72
2017,1,Maize,Dire Dawa,0.3404,11.99,11.27,11.37,14.23,11.42,11.3
2017,2,Maize,Dire Dawa,0.3431,13.04,11.99,11.27,12.66,12.59,11.51
2017,3,Maize,Dire Dawa,0.3458,13.75,13.04,11.27,12.53,13.21,12.1
2017,4,Maize,Dire Dawa,0.3486,13.04,13.75,11.99,11.37,12.99,12.93
2017,5,Maize,Dire Dawa,0.3513,14.68,13.04,13.04,11.27,13.2,13.28
2017,6,Maize,Dire Dawa,0.3541,14.36,14.68,13.75,11.27,12.9,13.82
2017,7,Maize,Dire Dawa,0.3569,13.6,14.36,13.04,11.99,14.23,14.03
2017,8,Maize,Dire Dawa,0.3597,14.74,13.6,14.68,13.04,12.66,14.21
2017,9,Maize,Dire Dawa,0.3626,13.23,14.74,14.36,13.75,12.53,14.23
2017,10,Maize,Dire Dawa,0.3654,11.38,13.23,13.6,13.04,11.37,13.86
2017,11,Maize,Dire Dawa,0.3683,11.53,11.38,14.74,14.68,11.27,13.12
2017,12,Maize,Dire Dawa,0.3712,11.86,11.53,13.23,14.36,11.27,12.05
2018,1,Maize,Dire Dawa,0.3752,14.34,11.86,11.38,13.6,11.99,11.59
2018,2,Maize,Dire Dawa,0.3793,15.03,14.34,11.53,14.74,13.04,12.58
2018,3,Maize,Dire Dawa,0.3834,15.78,15.03,11.86,13.23,13.75,13.74
2018,4,Maize,Dire Dawa,0.3876,15.59,15.78,14.34,11.38,13.04,15.05
2018,5,Maize,Dire Dawa,0.3918,17.26,15.59,15.03,11.53,14.68,15.47
2018,6,Maize,Dire Dawa,0.396,16.63,17.26,15.78,11.86,14.36,16.21
2018,7,Maize,Dire Dawa,0.4003,15.73,16.63,15.59,14.34,13.6,16.49
2018,8,Maize,Dire Dawa,0.4046,14.8,15.73,17.26,15.03,14.74,16.54
2018,9,Maize,Dire Dawa,0.409,15.11,14.8,16.63,15.78,13.23,15.72
2018,10,Maize,Dire Dawa,0.4134,12.97,15.11,15.73,15.59,11.38,15.21
2018,11,Maize,Dire Dawa,0.4179,12.46,12.97,14.8,17.26,11.53,14.29
2018,12,Maize,Dire Dawa,0.4224,13.18,12.46,15.11,16.63,11.86,13.51
2019,1,Maize,Dire Dawa,0.4276,15.76,13.18,12.97,15.73,14.34,12.87
2019,2,Maize,Dire Dawa,0.4329,17.8,15.76,12.46,14.8,15.03,13.8
2019,3,Maize,Dire Dawa,0.4382,18.51,17.8,13.18,15.11,15.78,15.58
2019,4,Maize,Dire Dawa,0.4436,17.78,18.51,15.76,12.97,15.59,17.36
2019,5,Maize,Dire Dawa,0.4491,19.45,17.78,17.8,12.46,17.26,18.03
2019,6,Maize,Dire Dawa,0.4546,17.93,19.45,18.51,13.18,16.63,18.58
2019,7,Maize,Dire Dawa,0.4602,18.05,17.93,17.78,15.76,15.73,18.39
2019,8,Maize,Dire Dawa,0.4658,17.2,18.05,19.45,17.8,14.8,18.48
2019,9,Maize,Dire Dawa,0.4716,16.56,17.2,17.93,18.51,15.11,17.73
2019,10,Maize,Dire Dawa,0.4774,15.16,16.56,18.05,17.78,12.97,17.27
2019,11,Maize,Dire Dawa,0.4832,14.67,15.16,17.2,19.45,12.46,16.31
2019,12,Maize,Dire Dawa,0.4892,15.12,14.67,16.56,17.93,13.18,15.46
2020,1,Maize,Dire Dawa,0.4968,18.67,15.12,15.16,18.05,15.76,14.98
2020,2,Maize,Dire Dawa,0.5046,19.96,18.67,14.67,17.2,17.8,16.15
2020,3,Maize,Dire Dawa,0.5124,21.07,19.96,15.12,16.56,18.51,17.92
2020,4,Maize,Dire Dawa,0.5204,22.94,21.07,18.67,15.16,17.78,19.9
2020,5,Maize,Dire Dawa,0.5285,25.07,22.94,19.96,14.67,19.45,21.32
2020,6,Maize,Dire Dawa,0.5368,22.65,25.07,21.07,15.12,17.93,23.03
2020,7,Maize,Dire Dawa,0.5451,24.1,22.65,22.94,18.67,18.05,23.55
